arg1:String,arg2:String,confidence:String,context:String,context_rel:String,negated:String,passive:String,path:String,rel:String,sentence:String,tag:String,~from,~id,~to,~label
the selective GP inhibitor,the increase in glycogen content,0.9585634962421642,24 hours after androgen-treatment the level of Glucose-6-P (G-6-P) had increased threefold and after 48 hours the GS and GP activities increased twofold. Under this condition inhibition of glycogenolysis with the selective GP inhibitor CP-91149 enhanced the increase in glycogen content and further reduced the cell number. The androgen-dependent LNCaP cells that endogenously express AR responded to androgen withdrawal with growth arrest and increased glycogen content.,,0.0,1.0,PMC1079895,enhanced,Under this condition inhibition of glycogenolysis with the selective GP inhibitor CP-91149 enhanced the increase in glycogen content and further reduced the cell number.,,LIT=inhibitor,Y64CV9UPRV9QCB4MU6MW==LIT=inhibitor_TO_LIT=content,LIT=content,Scientific Literature
the selective GP inhibitor,Under this condition inhibition of glycogenolysis,0.9585634962421642,24 hours after androgen-treatment the level of Glucose-6-P (G-6-P) had increased threefold and after 48 hours the GS and GP activities increased twofold. Under this condition inhibition of glycogenolysis with the selective GP inhibitor CP-91149 enhanced the increase in glycogen content and further reduced the cell number. The androgen-dependent LNCaP cells that endogenously express AR responded to androgen withdrawal with growth arrest and increased glycogen content.,,0.0,1.0,PMC1079895,enhanced,Under this condition inhibition of glycogenolysis with the selective GP inhibitor CP-91149 enhanced the increase in glycogen content and further reduced the cell number.,,LIT=inhibitor,2VQNVKB3UG41JATGBVHI==LIT=inhibitor_TO_LIT=glycogen,LIT=glycogen,Scientific Literature
The androgen - dependent LNCaP cells,glycogen content,0.9263652488482189,Under this condition inhibition of glycogenolysis with the selective GP inhibitor CP-91149 enhanced the increase in glycogen content and further reduced the cell number. The androgen-dependent LNCaP cells that endogenously express AR responded to androgen withdrawal with growth arrest and increased glycogen content. CP-91149 further increased glycogen content and caused a reduction of cell number.ConclusionIncreased glycogenesis is part of the androgen receptor-mediated cellular response and blockage of glycogenolysis by the GP inhibitor CP-91149 further increased glycogenesis.,,0.0,0.0,PMC1079895,increased,The androgen-dependent LNCaP cells that endogenously express AR responded to androgen withdrawal with growth arrest and increased glycogen content.,,LIT=LNCaP cells,RIVAYKO49VTSSUIMK4LU==LIT=LNCaP cells_TO_LIT=content,LIT=content,Scientific Literature
AR,to androgen withdrawal with growth,0.9269133328358691,Under this condition inhibition of glycogenolysis with the selective GP inhibitor CP-91149 enhanced the increase in glycogen content and further reduced the cell number. The androgen-dependent LNCaP cells that endogenously express AR responded to androgen withdrawal with growth arrest and increased glycogen content. CP-91149 further increased glycogen content and caused a reduction of cell number.ConclusionIncreased glycogenesis is part of the androgen receptor-mediated cellular response and blockage of glycogenolysis by the GP inhibitor CP-91149 further increased glycogenesis.,,0.0,0.0,PMC1079895,responded,The androgen-dependent LNCaP cells that endogenously express AR responded to androgen withdrawal with growth arrest and increased glycogen content.,,LIT=AR,GWDEKZ9CBIMH0V3I817M==LIT=AR_TO_LIT=androgen withdrawal with,LIT=androgen withdrawal with,Scientific Literature
AR,The androgen - dependent LNCaP cells,0.9269133328358691,Under this condition inhibition of glycogenolysis with the selective GP inhibitor CP-91149 enhanced the increase in glycogen content and further reduced the cell number. The androgen-dependent LNCaP cells that endogenously express AR responded to androgen withdrawal with growth arrest and increased glycogen content. CP-91149 further increased glycogen content and caused a reduction of cell number.ConclusionIncreased glycogenesis is part of the androgen receptor-mediated cellular response and blockage of glycogenolysis by the GP inhibitor CP-91149 further increased glycogenesis.,,0.0,0.0,PMC1079895,responded,The androgen-dependent LNCaP cells that endogenously express AR responded to androgen withdrawal with growth arrest and increased glycogen content.,,LIT=AR,Z9NG0BQYFHW47GFP9LK2==LIT=AR_TO_LIT=LNCaP cells,LIT=LNCaP cells,Scientific Literature
The androgen - dependent LNCaP cells,AR,0.9363666423984317,Under this condition inhibition of glycogenolysis with the selective GP inhibitor CP-91149 enhanced the increase in glycogen content and further reduced the cell number. The androgen-dependent LNCaP cells that endogenously express AR responded to androgen withdrawal with growth arrest and increased glycogen content. CP-91149 further increased glycogen content and caused a reduction of cell number.ConclusionIncreased glycogenesis is part of the androgen receptor-mediated cellular response and blockage of glycogenolysis by the GP inhibitor CP-91149 further increased glycogenesis.,"{'text': 'The androgen - dependent LNCaP cells responded', 'offsets': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74]]}",0.0,0.0,PMC1079895,responded to androgen withdrawal with growth arrest endogenously express,The androgen-dependent LNCaP cells that endogenously express AR responded to androgen withdrawal with growth arrest and increased glycogen content.,,LIT=LNCaP cells,UYCPMV7K74QOAJVGDQ0Q==LIT=LNCaP cells_TO_LIT=AR,LIT=AR,Scientific Literature
The androgen - dependent LNCaP cells,to androgen withdrawal with growth arrest,0.9263652488482189,Under this condition inhibition of glycogenolysis with the selective GP inhibitor CP-91149 enhanced the increase in glycogen content and further reduced the cell number. The androgen-dependent LNCaP cells that endogenously express AR responded to androgen withdrawal with growth arrest and increased glycogen content. CP-91149 further increased glycogen content and caused a reduction of cell number.ConclusionIncreased glycogenesis is part of the androgen receptor-mediated cellular response and blockage of glycogenolysis by the GP inhibitor CP-91149 further increased glycogenesis.,,0.0,0.0,PMC1079895,responded,The androgen-dependent LNCaP cells that endogenously express AR responded to androgen withdrawal with growth arrest and increased glycogen content.,,LIT=LNCaP cells,DGLDIH5CYFC5WZFHIWRL==LIT=LNCaP cells_TO_LIT=growth arrest,LIT=growth arrest,Scientific Literature
Metabolic events known to be associated with androgen withdrawal,"reduction in glucose uptake , downregulation of some key enzymes of the pentose - phosphate shunt",0.9670803065209587,"The combined use of a GP inhibitor with hormone therapy may increase the efficacy of hormone treatment by decreasing the survival of prostate cancer cells and thereby reducing the chance of cancer recurrence.==== BodyBackgroundAndrogen withdrawal leads to apoptosis of normal prostate cells and is the principal therapy to treat advanced prostate cancer [for a review, [1]]. Metabolic events known to be associated with androgen withdrawal are reduction in glucose uptake, downregulation of several glycolytic enzymes and of some key enzymes of the pentose-phosphate shunt [2-5]. Androgen withdrawal led to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha (PDH E1α) gene in rat ventral prostate and in PC3 prostate cancer cells transiently transfected with the androgen receptor.",,0.0,1.0,PMC1079895,are,"Metabolic events known to be associated with androgen withdrawal are reduction in glucose uptake, downregulation of several glycolytic enzymes and of some key enzymes of the pentose-phosphate shunt [2-5].",,LIT=androgen withdrawal,ML3OEFUFWR17LZVRL5S3==LIT=androgen withdrawal_TO_LIT=enzymes,LIT=enzymes,Scientific Literature
Metabolic events known to be associated with androgen withdrawal,"reduction in glucose uptake , downregulation of several glycolytic enzymes",0.9670803065209587,"The combined use of a GP inhibitor with hormone therapy may increase the efficacy of hormone treatment by decreasing the survival of prostate cancer cells and thereby reducing the chance of cancer recurrence.==== BodyBackgroundAndrogen withdrawal leads to apoptosis of normal prostate cells and is the principal therapy to treat advanced prostate cancer [for a review, [1]]. Metabolic events known to be associated with androgen withdrawal are reduction in glucose uptake, downregulation of several glycolytic enzymes and of some key enzymes of the pentose-phosphate shunt [2-5]. Androgen withdrawal led to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha (PDH E1α) gene in rat ventral prostate and in PC3 prostate cancer cells transiently transfected with the androgen receptor.",,0.0,1.0,PMC1079895,are,"Metabolic events known to be associated with androgen withdrawal are reduction in glucose uptake, downregulation of several glycolytic enzymes and of some key enzymes of the pentose-phosphate shunt [2-5].",,LIT=androgen withdrawal,1BNMOA2JNJN4CQUWH32R==LIT=androgen withdrawal_TO_LIT=enzymes,LIT=enzymes,Scientific Literature
Metabolic events,with androgen withdrawal,0.8872966301155124,"The combined use of a GP inhibitor with hormone therapy may increase the efficacy of hormone treatment by decreasing the survival of prostate cancer cells and thereby reducing the chance of cancer recurrence.==== BodyBackgroundAndrogen withdrawal leads to apoptosis of normal prostate cells and is the principal therapy to treat advanced prostate cancer [for a review, [1]]. Metabolic events known to be associated with androgen withdrawal are reduction in glucose uptake, downregulation of several glycolytic enzymes and of some key enzymes of the pentose-phosphate shunt [2-5]. Androgen withdrawal led to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha (PDH E1α) gene in rat ventral prostate and in PC3 prostate cancer cells transiently transfected with the androgen receptor.",,0.0,1.0,PMC1079895,to be associated,"Metabolic events known to be associated with androgen withdrawal are reduction in glucose uptake, downregulation of several glycolytic enzymes and of some key enzymes of the pentose-phosphate shunt [2-5].",,LIT=events,4OWC8SN20R1BYE2HYQYP==LIT=events_TO_LIT=androgen withdrawal,LIT=androgen withdrawal,Scientific Literature
Metabolic events,to be associated with androgen withdrawal,0.9251282565798027,"The combined use of a GP inhibitor with hormone therapy may increase the efficacy of hormone treatment by decreasing the survival of prostate cancer cells and thereby reducing the chance of cancer recurrence.==== BodyBackgroundAndrogen withdrawal leads to apoptosis of normal prostate cells and is the principal therapy to treat advanced prostate cancer [for a review, [1]]. Metabolic events known to be associated with androgen withdrawal are reduction in glucose uptake, downregulation of several glycolytic enzymes and of some key enzymes of the pentose-phosphate shunt [2-5]. Androgen withdrawal led to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha (PDH E1α) gene in rat ventral prostate and in PC3 prostate cancer cells transiently transfected with the androgen receptor.",,0.0,1.0,PMC1079895,known,"Metabolic events known to be associated with androgen withdrawal are reduction in glucose uptake, downregulation of several glycolytic enzymes and of some key enzymes of the pentose-phosphate shunt [2-5].",,LIT=events,V4ZUC3I9GZHQLMU3W5TD==LIT=events_TO_LIT=androgen withdrawal,LIT=androgen withdrawal,Scientific Literature
PC3 prostate cancer cells,with the androgen receptor,0.9387281236502384,"Metabolic events known to be associated with androgen withdrawal are reduction in glucose uptake, downregulation of several glycolytic enzymes and of some key enzymes of the pentose-phosphate shunt [2-5]. Androgen withdrawal led to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha (PDH E1α) gene in rat ventral prostate and in PC3 prostate cancer cells transiently transfected with the androgen receptor. Reduced transcription of PDH E1α is associated with a reduction of the glucose oxidative pathway [6].",,0.0,1.0,PMC1079895,transiently transfected,Androgen withdrawal led to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha (PDH E1α) gene in rat ventral prostate and in PC3 prostate cancer cells transiently transfected with the androgen receptor.,,LIT=prostate cancer,QZAMF5TXLCLNBIS2AA45==LIT=prostate cancer_TO_LIT=androgen receptor,LIT=androgen receptor,Scientific Literature
Androgen withdrawal,to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha ( PDH E1 ) gene in PC3 prostate cancer cells,0.9699974998635915,"Metabolic events known to be associated with androgen withdrawal are reduction in glucose uptake, downregulation of several glycolytic enzymes and of some key enzymes of the pentose-phosphate shunt [2-5]. Androgen withdrawal led to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha (PDH E1α) gene in rat ventral prostate and in PC3 prostate cancer cells transiently transfected with the androgen receptor. Reduced transcription of PDH E1α is associated with a reduction of the glucose oxidative pathway [6].",,0.0,0.0,PMC1079895,led,Androgen withdrawal led to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha (PDH E1α) gene in rat ventral prostate and in PC3 prostate cancer cells transiently transfected with the androgen receptor.,,LIT=withdrawal,3X74738JY94LPH13X6XP==LIT=withdrawal_TO_LIT=prostate cancer,LIT=prostate cancer,Scientific Literature
Androgen withdrawal,to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha,0.9436740204769645,"Metabolic events known to be associated with androgen withdrawal are reduction in glucose uptake, downregulation of several glycolytic enzymes and of some key enzymes of the pentose-phosphate shunt [2-5]. Androgen withdrawal led to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha (PDH E1α) gene in rat ventral prostate and in PC3 prostate cancer cells transiently transfected with the androgen receptor. Reduced transcription of PDH E1α is associated with a reduction of the glucose oxidative pathway [6].",,0.0,0.0,PMC1079895,led,Androgen withdrawal led to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha (PDH E1α) gene in rat ventral prostate and in PC3 prostate cancer cells transiently transfected with the androgen receptor.,,LIT=withdrawal,UYF2WYCFIYRPSCE8HZJP==LIT=withdrawal_TO_LIT=pyruvate dehydrogenase E1 alpha,LIT=pyruvate dehydrogenase E1 alpha,Scientific Literature
Reduced transcription of PDH E1,with a reduction of the glucose oxidative pathway,0.944056173886228,"Androgen withdrawal led to transcriptional downregulation of the pyruvate dehydrogenase E1 alpha (PDH E1α) gene in rat ventral prostate and in PC3 prostate cancer cells transiently transfected with the androgen receptor. Reduced transcription of PDH E1α is associated with a reduction of the glucose oxidative pathway [6]. In contrast, androgen stimulated CO2 production derived from glucose [2].",,0.0,1.0,PMC1079895,is associated,Reduced transcription of PDH E1α is associated with a reduction of the glucose oxidative pathway [6].,,LIT=transcription,VQJAXTY17XWRL0447LAW==LIT=transcription_TO_LIT=glucose oxidative pathway,LIT=glucose oxidative pathway,Scientific Literature
CO2 production,from glucose [2,0.9266232318014763,"Reduced transcription of PDH E1α is associated with a reduction of the glucose oxidative pathway [6]. In contrast, androgen stimulated CO2 production derived from glucose [2]. These results suggest that glucose transporters and several catabolic enzymes are regulated in an androgen-dependent manner.Glycogen metabolism is regulated by intermediates of glycolysis, by covalent modification and by glycogen and purines.",,0.0,1.0,PMC1079895,derived,"In contrast, androgen stimulated CO2 production derived from glucose [2].",,LIT=production,G4QXPVYAZCYW0ZEWO3SI==LIT=production_TO_LIT=glucose,LIT=glucose,Scientific Literature
androgen,CO2 production,0.9105129651916236,"Reduced transcription of PDH E1α is associated with a reduction of the glucose oxidative pathway [6]. In contrast, androgen stimulated CO2 production derived from glucose [2]. These results suggest that glucose transporters and several catabolic enzymes are regulated in an androgen-dependent manner.Glycogen metabolism is regulated by intermediates of glycolysis, by covalent modification and by glycogen and purines.",,0.0,0.0,PMC1079895,stimulated,"In contrast, androgen stimulated CO2 production derived from glucose [2].",,LIT=androgen,4UMPDT6CRKQ0LCQHZ8DU==LIT=androgen_TO_LIT=production,LIT=production,Scientific Literature
These results,that several catabolic enzymes are regulated in an androgen - dependent manner.Glycogen metabolism,0.8401711033228405,"In contrast, androgen stimulated CO2 production derived from glucose [2]. These results suggest that glucose transporters and several catabolic enzymes are regulated in an androgen-dependent manner.Glycogen metabolism is regulated by intermediates of glycolysis, by covalent modification and by glycogen and purines. The two major enzymes GS and GP are controlled by phosphorylation and allosterically by effector molecules [7-9].",,0.0,0.0,PMC1079895,suggest,"These results suggest that glucose transporters and several catabolic enzymes are regulated in an androgen-dependent manner.Glycogen metabolism is regulated by intermediates of glycolysis, by covalent modification and by glycogen and purines.",,LIT=results,293JU0GAU3JNMJ3KQWHG==LIT=results_TO_LIT=Glycogen metabolism,LIT=Glycogen metabolism,Scientific Literature
These results,that glucose transporters are regulated in an androgen - dependent manner.Glycogen metabolism,0.8401711033228405,"In contrast, androgen stimulated CO2 production derived from glucose [2]. These results suggest that glucose transporters and several catabolic enzymes are regulated in an androgen-dependent manner.Glycogen metabolism is regulated by intermediates of glycolysis, by covalent modification and by glycogen and purines. The two major enzymes GS and GP are controlled by phosphorylation and allosterically by effector molecules [7-9].",,0.0,0.0,PMC1079895,suggest,"These results suggest that glucose transporters and several catabolic enzymes are regulated in an androgen-dependent manner.Glycogen metabolism is regulated by intermediates of glycolysis, by covalent modification and by glycogen and purines.",,LIT=results,JNTTWG4BGFGM08KH6HU0==LIT=results_TO_LIT=Glycogen metabolism,LIT=Glycogen metabolism,Scientific Literature
several catabolic enzymes,by intermediates of glycolysis,0.8428379264389885,"In contrast, androgen stimulated CO2 production derived from glucose [2]. These results suggest that glucose transporters and several catabolic enzymes are regulated in an androgen-dependent manner.Glycogen metabolism is regulated by intermediates of glycolysis, by covalent modification and by glycogen and purines. The two major enzymes GS and GP are controlled by phosphorylation and allosterically by effector molecules [7-9].","{'text': 'These results suggest several catabolic enzymes are regulated', 'offsets': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65]]}",0.0,1.0,PMC1079895,are regulated is regulated,"These results suggest that glucose transporters and several catabolic enzymes are regulated in an androgen-dependent manner.Glycogen metabolism is regulated by intermediates of glycolysis, by covalent modification and by glycogen and purines.",,LIT=catabolic enzymes,CX7RAQZM3HUZBHUS5THI==LIT=catabolic enzymes_TO_LIT=glycolysis,LIT=glycolysis,Scientific Literature
several catabolic enzymes,in an androgen - dependent manner.Glycogen metabolism,0.908121531799704,"In contrast, androgen stimulated CO2 production derived from glucose [2]. These results suggest that glucose transporters and several catabolic enzymes are regulated in an androgen-dependent manner.Glycogen metabolism is regulated by intermediates of glycolysis, by covalent modification and by glycogen and purines. The two major enzymes GS and GP are controlled by phosphorylation and allosterically by effector molecules [7-9].","{'text': 'These results suggest', 'offsets': [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]]}",0.0,1.0,PMC1079895,are regulated,"These results suggest that glucose transporters and several catabolic enzymes are regulated in an androgen-dependent manner.Glycogen metabolism is regulated by intermediates of glycolysis, by covalent modification and by glycogen and purines.",,LIT=catabolic enzymes,YOS0TI9ABVRREEMRU2TD==LIT=catabolic enzymes_TO_LIT=Glycogen metabolism,LIT=Glycogen metabolism,Scientific Literature
